id,dataset_id,full_disk_image_id,crop_filename,storage_bucket,storage_path,full_disk_filename,crop_index,date_obs,z_class,p_class,c_class,mcintosh_full,pred_z,pred_p,pred_c,pred_mcintosh_full,noaa,lat,lon,carrington_lo,extension_ll,area,mag_class,num_spots_srs,orig_w,orig_h,square_size,yolo_conf
74177b7c-6b58-574d-8969-8a0ecfaa64ce,be7cb32f-b4a5-5a19-b9bc-fc5c280fddaa,eedbaab3-0ed6-5448-8a14-7d8fd279bccd,hmi_20130928_0000_1850_0.png,sunspot-crops,convnextv2_db1_image/v1/crops/hmi_20130928_0000_1850_0.png,hmi_20130928.png,0,2013-09-28,D,a,o,Dao,C,r,o,Cro,1850,9.0,30.0,36.0,8.0,140.0,Beta-Gamma,10,97,54,224,0.8377711176872253
161ff39f-fc39-5bc5-a26d-aa05556d4264,be7cb32f-b4a5-5a19-b9bc-fc5c280fddaa,eedbaab3-0ed6-5448-8a14-7d8fd279bccd,hmi_20130928_0000_1846_1.png,sunspot-crops,convnextv2_db1_image/v1/crops/hmi_20130928_0000_1846_1.png,hmi_20130928.png,1,2013-09-28,H,s,x,Hsx,H,x,x,Hxx,1846,-17.0,56.0,62.0,2.0,120.0,Alpha,1,51,56,224,0.8247841000556946
4612413c-d942-5c7f-96da-7879d7e50a67,be7cb32f-b4a5-5a19-b9bc-fc5c280fddaa,3f490027-5431-58c1-9295-f88b8c4e914d,hmi_20130929_0000_1850_0.png,sunspot-crops,convnextv2_db1_image/v1/crops/hmi_20130929_0000_1850_0.png,hmi_20130929.png,0,2013-09-29,D,s,o,Dso,A,x,x,Axx,1850,10.0,46.0,35.0,8.0,100.0,Beta-Gamma,7,86,54,224,0.8441850543022156
4f5dcfc4-8910-52de-9390-09a4ae739f59,be7cb32f-b4a5-5a19-b9bc-fc5c280fddaa,7c7a87a7-ea63-551c-a48f-9a03712c0a68,hmi_20130930_0000_1850_0.png,sunspot-crops,convnextv2_db1_image/v1/crops/hmi_20130930_0000_1850_0.png,hmi_20130930.png,0,2013-09-30,D,s,o,Dso,A,x,x,Axx,1850,10.0,60.0,35.0,8.0,60.0,Beta-Gamma,5,68,49,224,0.8198481202125549
a08d0db7-7cf7-58f6-960f-ccbc2709084e,be7cb32f-b4a5-5a19-b9bc-fc5c280fddaa,7c7a87a7-ea63-551c-a48f-9a03712c0a68,hmi_20130930_0000_1854_1.png,sunspot-crops,convnextv2_db1_image/v1/crops/hmi_20130930_0000_1854_1.png,hmi_20130930.png,1,2013-09-30,C,a,o,Cao,A,x,x,Axx,1854,6.0,-51.0,284.0,4.0,30.0,Beta,3,44,44,224,0.7491453886032104
092818a9-c597-5761-88a2-08a5e735b5c9,be7cb32f-b4a5-5a19-b9bc-fc5c280fddaa,77dece75-fba3-5a5d-9a39-92de9f7a591c,hmi_20131001_0000_1854_0.png,sunspot-crops,convnextv2_db1_image/v1/crops/hmi_20131001_0000_1854_0.png,hmi_20131001.png,0,2013-10-01,H,r,x,Hrx,A,x,x,Axx,1854,5.0,-34.0,287.0,1.0,10.0,Alpha,1,45,45,224,0.8457633256912231
30feda9c-73b2-509a-abd7-a90eda745474,be7cb32f-b4a5-5a19-b9bc-fc5c280fddaa,77dece75-fba3-5a5d-9a39-92de9f7a591c,hmi_20131001_0000_1855_1.png,sunspot-crops,convnextv2_db1_image/v1/crops/hmi_20131001_0000_1855_1.png,hmi_20131001.png,1,2013-10-01,B,x,o,Bxo,B,x,o,Bxo,1855,-13.0,-16.0,305.0,4.0,10.0,Beta,8,80,78,224,0.8344083428382874
f46cc136-b28d-53f5-b971-8e0d7f2d885d,be7cb32f-b4a5-5a19-b9bc-fc5c280fddaa,771690c0-3396-563a-b78a-63b16fe3b439,hmi_20131002_0000_1855_0.png,sunspot-crops,convnextv2_db1_image/v1/crops/hmi_20131002_0000_1855_0.png,hmi_20131002.png,0,2013-10-02,D,s,i,Dsi,C,r,o,Cro,1855,-14.0,-1.0,306.0,6.0,80.0,Beta,17,98,86,224,0.8365172147750854
e80f60a9-7267-5745-ae27-084911ff10d2,be7cb32f-b4a5-5a19-b9bc-fc5c280fddaa,24c9ee91-e07e-5c30-9268-39b53657e880,hmi_20131003_0000_1855_0.png,sunspot-crops,convnextv2_db1_image/v1/crops/hmi_20131003_0000_1855_0.png,hmi_20131003.png,0,2013-10-03,D,s,i,Dsi,C,x,c,Cxc,1855,-14.0,11.0,307.0,7.0,130.0,Beta,16,105,68,224,0.8682035803794861
7dc84c60-31c0-5854-a5ba-ececa2f8e35c,be7cb32f-b4a5-5a19-b9bc-fc5c280fddaa,24c9ee91-e07e-5c30-9268-39b53657e880,hmi_20131003_0000_1857_1.png,sunspot-crops,convnextv2_db1_image/v1/crops/hmi_20131003_0000_1857_1.png,hmi_20131003.png,1,2013-10-03,H,a,x,Hax,H,x,x,Hxx,1857,-6.0,-66.0,228.0,2.0,70.0,Alpha,1,46,56,224,0.7747610807418823
6d79c328-d36e-5d63-887a-4dff8d6254ed,be7cb32f-b4a5-5a19-b9bc-fc5c280fddaa,24c9ee91-e07e-5c30-9268-39b53657e880,hmi_20131003_0000_1856_3.png,sunspot-crops,convnextv2_db1_image/v1/crops/hmi_20131003_0000_1856_3.png,hmi_20131003.png,3,2013-10-03,C,a,o,Cao,H,x,x,Hxx,1856,8.0,-69.0,225.0,2.0,50.0,Beta,1,57,58,224,0.6034022569656372
18bc3d1b-3daa-5333-9613-0f8e5ffdc3cb,be7cb32f-b4a5-5a19-b9bc-fc5c280fddaa,26aa2751-e1dd-5ff6-a234-7cec2d06e61c,hmi_20131004_0000_1857_0.png,sunspot-crops,convnextv2_db1_image/v1/crops/hmi_20131004_0000_1857_0.png,hmi_20131004.png,0,2013-10-04,H,s,x,Hsx,A,x,x,Axx,1857,-8.0,-54.0,227.0,2.0,100.0,Alpha,1,48,57,224,0.8776304721832275
86496d28-18dc-52c2-96ac-30ae234c4f9c,be7cb32f-b4a5-5a19-b9bc-fc5c280fddaa,26aa2751-e1dd-5ff6-a234-7cec2d06e61c,hmi_20131004_0000_1856_1.png,sunspot-crops,convnextv2_db1_image/v1/crops/hmi_20131004_0000_1856_1.png,hmi_20131004.png,1,2013-10-04,D,s,o,Dso,C,x,o,Cxo,1856,7.0,-56.0,225.0,6.0,70.0,Beta,2,73,57,224,0.8419615030288696
1e415473-2517-5c5e-a860-f544ee0e8a41,be7cb32f-b4a5-5a19-b9bc-fc5c280fddaa,26aa2751-e1dd-5ff6-a234-7cec2d06e61c,hmi_20131004_0000_1855_2.png,sunspot-crops,convnextv2_db1_image/v1/crops/hmi_20131004_0000_1855_2.png,hmi_20131004.png,2,2013-10-04,D,s,o,Dso,C,x,o,Cxo,1855,-13.0,26.0,307.0,8.0,90.0,Beta,14,104,63,224,0.8222706913948059
4d87d8f3-6125-5061-bada-3f6c1c690a81,be7cb32f-b4a5-5a19-b9bc-fc5c280fddaa,26aa2751-e1dd-5ff6-a234-7cec2d06e61c,hmi_20131004_0000_1858_3.png,sunspot-crops,convnextv2_db1_image/v1/crops/hmi_20131004_0000_1858_3.png,hmi_20131004.png,3,2013-10-04,C,a,o,Cao,H,x,x,Hxx,1858,9.0,67.0,349.0,5.0,50.0,Beta,4,44,50,224,0.4475854039192199
24d8e530-a5bf-5e1a-9c67-ce5977782093,be7cb32f-b4a5-5a19-b9bc-fc5c280fddaa,ccd33be4-8980-58a1-8903-467b1ceb27c1,hmi_20131005_0000_1857_0.png,sunspot-crops,convnextv2_db1_image/v1/crops/hmi_20131005_0000_1857_0.png,hmi_20131005.png,0,2013-10-05,C,a,o,Cao,H,x,x,Hxx,1857,-7.0,-41.0,228.0,3.0,100.0,Beta,4,53,57,224,0.8772189617156982
e4e91a0f-7b6a-567a-aecc-6aaf0118a389,be7cb32f-b4a5-5a19-b9bc-fc5c280fddaa,ccd33be4-8980-58a1-8903-467b1ceb27c1,hmi_20131005_0000_1856_1.png,sunspot-crops,convnextv2_db1_image/v1/crops/hmi_20131005_0000_1856_1.png,hmi_20131005.png,1,2013-10-05,D,s,o,Dso,A,x,x,Axx,1856,8.0,-43.0,226.0,7.0,80.0,Beta,8,88,58,224,0.8500028848648071
cf476a31-38bb-5d3f-a1bf-8847a4c49cdf,be7cb32f-b4a5-5a19-b9bc-fc5c280fddaa,ccd33be4-8980-58a1-8903-467b1ceb27c1,hmi_20131005_0000_1855_2.png,sunspot-crops,convnextv2_db1_image/v1/crops/hmi_20131005_0000_1855_2.png,hmi_20131005.png,2,2013-10-05,D,a,i,Dai,A,x,x,Axx,1855,-13.0,39.0,308.0,9.0,80.0,Beta,15,93,58,224,0.6734415888786316
3850f9c4-7ead-58ad-ab66-20874d4f7d3f,be7cb32f-b4a5-5a19-b9bc-fc5c280fddaa,654d86df-b69b-52d0-b197-d126f2943ec0,hmi_20131006_0000_1856_0.png,sunspot-crops,convnextv2_db1_image/v1/crops/hmi_20131006_0000_1856_0.png,hmi_20131006.png,0,2013-10-06,C,a,o,Cao,A,x,x,Axx,1856,8.0,-31.0,225.0,7.0,70.0,Beta,5,48,48,224,0.835322380065918
069792ac-93c4-5105-8245-fc0a8a9320f5,be7cb32f-b4a5-5a19-b9bc-fc5c280fddaa,654d86df-b69b-52d0-b197-d126f2943ec0,hmi_20131006_0000_1857_1.png,sunspot-crops,convnextv2_db1_image/v1/crops/hmi_20131006_0000_1857_1.png,hmi_20131006.png,1,2013-10-06,H,s,x,Hsx,H,x,x,Hxx,1857,-8.0,-28.0,228.0,2.0,110.0,Alpha,1,54,55,224,0.8300460577011108
3e4708e1-e83a-56c4-985f-49ed81b89362,be7cb32f-b4a5-5a19-b9bc-fc5c280fddaa,654d86df-b69b-52d0-b197-d126f2943ec0,hmi_20131006_0000_1855_3.png,sunspot-crops,convnextv2_db1_image/v1/crops/hmi_20131006_0000_1855_3.png,hmi_20131006.png,3,2013-10-06,D,a,o,Dao,H,r,x,Hrx,1855,-13.0,53.0,309.0,9.0,70.0,Beta,9,52,58,224,0.4695866703987121
1236c991-9a14-5319-a549-a5f454c8c450,be7cb32f-b4a5-5a19-b9bc-fc5c280fddaa,33d0ecee-5d5a-5ec1-a27b-a747392fdd83,hmi_20131007_0000_1857_0.png,sunspot-crops,convnextv2_db1_image/v1/crops/hmi_20131007_0000_1857_0.png,hmi_20131007.png,0,2013-10-07,H,s,x,Hsx,H,x,x,Hxx,1857,-8.0,-14.0,229.0,2.0,110.0,Alpha,1,52,55,224,0.8192113041877747
ee07e82d-c90d-5c88-8c8d-d5d69926682c,be7cb32f-b4a5-5a19-b9bc-fc5c280fddaa,e07a5430-5678-56e1-95a4-b05a3b7b6a37,hmi_20131008_0000_1857_0.png,sunspot-crops,convnextv2_db1_image/v1/crops/hmi_20131008_0000_1857_0.png,hmi_20131008.png,0,2013-10-08,H,s,x,Hsx,H,x,x,Hxx,1857,-7.0,-1.0,227.0,2.0,80.0,Alpha,1,53,54,224,0.8451644778251648
e5b8bf2d-c024-5edc-ab0f-ecc778afbb05,be7cb32f-b4a5-5a19-b9bc-fc5c280fddaa,e07a5430-5678-56e1-95a4-b05a3b7b6a37,hmi_20131008_0000_1861_1.png,sunspot-crops,convnextv2_db1_image/v1/crops/hmi_20131008_0000_1861_1.png,hmi_20131008.png,1,2013-10-08,B,x,o,Bxo,H,x,x,Hxx,1861,-13.0,-64.0,164.0,4.0,10.0,Beta,2,81,51,224,0.7104705572128296
ee5bc83d-580c-5409-8f11-694e38cc88e6,be7cb32f-b4a5-5a19-b9bc-fc5c280fddaa,e07a5430-5678-56e1-95a4-b05a3b7b6a37,hmi_20131008_0000_1856_2.png,sunspot-crops,convnextv2_db1_image/v1/crops/hmi_20131008_0000_1856_2.png,hmi_20131008.png,2,2013-10-08,C,r,o,Cro,D,k,o,Dko,1856,7.0,-2.0,226.0,4.0,30.0,Beta,4,56,52,224,0.5848400592803955
2d5e912c-ebdf-5dfe-8291-b58686e5ec08,be7cb32f-b4a5-5a19-b9bc-fc5c280fddaa,e07a5430-5678-56e1-95a4-b05a3b7b6a37,hmi_20131008_0000_1862_3.png,sunspot-crops,convnextv2_db1_image/v1/crops/hmi_20131008_0000_1862_3.png,hmi_20131008.png,3,2013-10-08,B,x,o,Bxo,H,x,x,Hxx,1862,-24.0,19.0,248.0,6.0,10.0,Beta,6,46,42,224,0.4062923789024353
67ed698c-5fab-5e42-9302-0472d72f39ce,be7cb32f-b4a5-5a19-b9bc-fc5c280fddaa,02bc8cad-bcba-52e5-b953-35c802f9c230,hmi_20131009_0000_1857_0.png,sunspot-crops,convnextv2_db1_image/v1/crops/hmi_20131009_0000_1857_0.png,hmi_20131009.png,0,2013-10-09,H,s,x,Hsx,H,x,x,Hxx,1857,-8.0,11.0,227.0,2.0,90.0,Alpha,1,53,54,224,0.8787946105003357
fb31b751-2735-5d86-9d91-ac12dcc569ce,be7cb32f-b4a5-5a19-b9bc-fc5c280fddaa,02bc8cad-bcba-52e5-b953-35c802f9c230,hmi_20131009_0000_1864_1.png,sunspot-crops,convnextv2_db1_image/v1/crops/hmi_20131009_0000_1864_1.png,hmi_20131009.png,1,2013-10-09,H,s,x,Hsx,H,r,x,Hrx,1864,-23.0,-62.0,154.0,1.0,50.0,Alpha,1,82,65,224,0.7536810040473938
27827476-9a16-5c40-9609-24064e2373e4,be7cb32f-b4a5-5a19-b9bc-fc5c280fddaa,02bc8cad-bcba-52e5-b953-35c802f9c230,hmi_20131009_0000_1861_2.png,sunspot-crops,convnextv2_db1_image/v1/crops/hmi_20131009_0000_1861_2.png,hmi_20131009.png,2,2013-10-09,B,x,o,Bxo,D,r,o,Dro,1861,-13.0,-50.0,165.0,6.0,10.0,Beta,3,101,64,224,0.5492582321166992
4aced35a-9d6e-5a17-a343-c28bb75fa87c,be7cb32f-b4a5-5a19-b9bc-fc5c280fddaa,02bc8cad-bcba-52e5-b953-35c802f9c230,hmi_20131009_0000_1856_3.png,sunspot-crops,convnextv2_db1_image/v1/crops/hmi_20131009_0000_1856_3.png,hmi_20131009.png,3,2013-10-09,C,a,o,Cao,H,r,x,Hrx,1856,7.0,10.0,226.0,3.0,30.0,Beta,3,58,53,224,0.5146530270576477
9418dfb2-7f3e-54b6-a551-31623343d9a0,be7cb32f-b4a5-5a19-b9bc-fc5c280fddaa,3654e796-6d7c-55ce-88b7-16fd9baefaf2,hmi_20131010_0000_1857_0.png,sunspot-crops,convnextv2_db1_image/v1/crops/hmi_20131010_0000_1857_0.png,hmi_20131010.png,0,2013-10-10,H,s,x,Hsx,H,x,x,Hxx,1857,-7.0,24.0,227.0,2.0,110.0,Alpha,1,50,54,224,0.8602102994918823
0f69a9f8-0073-5890-8f4a-2242e9fff09b,be7cb32f-b4a5-5a19-b9bc-fc5c280fddaa,3654e796-6d7c-55ce-88b7-16fd9baefaf2,hmi_20131010_0000_1864_1.png,sunspot-crops,convnextv2_db1_image/v1/crops/hmi_20131010_0000_1864_1.png,hmi_20131010.png,1,2013-10-10,H,a,x,Hax,C,x,o,Cxo,1864,-22.0,-48.0,155.0,2.0,70.0,Alpha,2,105,65,224,0.8300220370292664
a4d4ca18-b07f-5a91-be23-17edcdb8f927,be7cb32f-b4a5-5a19-b9bc-fc5c280fddaa,3654e796-6d7c-55ce-88b7-16fd9baefaf2,hmi_20131010_0000_1861_2.png,sunspot-crops,convnextv2_db1_image/v1/crops/hmi_20131010_0000_1861_2.png,hmi_20131010.png,2,2013-10-10,C,a,o,Cao,H,x,x,Hxx,1861,-13.0,-37.0,166.0,11.0,60.0,Beta,8,91,78,224,0.6707687973976135
03752040-b5b0-5549-b203-0e9143a9add8,be7cb32f-b4a5-5a19-b9bc-fc5c280fddaa,8ccf2f0f-89c3-5c48-9a23-6fa3c627866e,hmi_20131011_0000_1857_0.png,sunspot-crops,convnextv2_db1_image/v1/crops/hmi_20131011_0000_1857_0.png,hmi_20131011.png,0,2013-10-11,H,s,x,Hsx,A,x,x,Axx,1857,-8.0,37.0,227.0,5.0,100.0,Alpha,1,51,54,224,0.8903749585151672
413c9f1e-7a3c-56f2-a6cf-f7f752be9d2b,be7cb32f-b4a5-5a19-b9bc-fc5c280fddaa,8ccf2f0f-89c3-5c48-9a23-6fa3c627866e,hmi_20131011_0000_1861_1.png,sunspot-crops,convnextv2_db1_image/v1/crops/hmi_20131011_0000_1861_1.png,hmi_20131011.png,1,2013-10-11,E,a,c,Eac,C,x,i,Cxi,1861,-10.0,-22.0,168.0,11.0,200.0,Beta,23,99,71,224,0.657023012638092
c81f3242-0955-56e4-a572-910931437661,be7cb32f-b4a5-5a19-b9bc-fc5c280fddaa,8ccf2f0f-89c3-5c48-9a23-6fa3c627866e,hmi_20131011_0000_1867_2.png,sunspot-crops,convnextv2_db1_image/v1/crops/hmi_20131011_0000_1867_2.png,hmi_20131011.png,2,2013-10-11,A,x,x,Axx,H,a,x,Hax,1867,23.0,-7.0,183.0,2.0,10.0,Alpha,2,43,43,224,0.6361125111579895
85c0a662-7a65-59b3-8ffe-74095397c4a7,be7cb32f-b4a5-5a19-b9bc-fc5c280fddaa,8ccf2f0f-89c3-5c48-9a23-6fa3c627866e,hmi_20131011_0000_1865_3.png,sunspot-crops,convnextv2_db1_image/v1/crops/hmi_20131011_0000_1865_3.png,hmi_20131011.png,3,2013-10-11,D,a,i,Dai,C,x,o,Cxo,1865,-22.0,-45.0,145.0,7.0,220.0,Beta-Gamma-Delta,15,80,56,224,0.6112538576126099
a099b43e-b4d0-5a86-91cf-5a173eae292c,be7cb32f-b4a5-5a19-b9bc-fc5c280fddaa,8ccf2f0f-89c3-5c48-9a23-6fa3c627866e,hmi_20131011_0000_1864_4.png,sunspot-crops,convnextv2_db1_image/v1/crops/hmi_20131011_0000_1864_4.png,hmi_20131011.png,4,2013-10-11,H,a,x,Hax,C,x,i,Cxi,1864,-23.0,-34.0,156.0,2.0,60.0,Alpha,2,98,57,224,0.5295716524124146
91d5742f-2126-5987-9eb7-6f410d52eb64,be7cb32f-b4a5-5a19-b9bc-fc5c280fddaa,439009eb-66b1-5ef9-a4a0-278ba13a4565,hmi_20131012_0000_1857_0.png,sunspot-crops,convnextv2_db1_image/v1/crops/hmi_20131012_0000_1857_0.png,hmi_20131012.png,0,2013-10-12,H,s,x,Hsx,A,x,x,Axx,1857,-8.0,51.0,228.0,2.0,100.0,Alpha,1,47,52,224,0.8855130672454834
da1bcc41-d4f1-5986-89dc-b8811e881321,be7cb32f-b4a5-5a19-b9bc-fc5c280fddaa,439009eb-66b1-5ef9-a4a0-278ba13a4565,hmi_20131012_0000_1861_1.png,sunspot-crops,convnextv2_db1_image/v1/crops/hmi_20131012_0000_1861_1.png,hmi_20131012.png,1,2013-10-12,D,k,c,Dkc,D,r,i,Dri,1861,-9.0,-8.0,169.0,9.0,340.0,Beta-Gamma-Delta,19,105,73,224,0.8241891860961914
9979d1aa-3cd6-537f-800f-c7ca072129de,be7cb32f-b4a5-5a19-b9bc-fc5c280fddaa,439009eb-66b1-5ef9-a4a0-278ba13a4565,hmi_20131012_0000_1865_2.png,sunspot-crops,convnextv2_db1_image/v1/crops/hmi_20131012_0000_1865_2.png,hmi_20131012.png,2,2013-10-12,D,a,o,Dao,B,x,i,Bxi,1865,-22.0,-32.0,145.0,8.0,220.0,Beta-Gamma-Delta,14,89,61,224,0.8153718113899231
cc7645db-960c-5a97-84c2-459af91b50a3,be7cb32f-b4a5-5a19-b9bc-fc5c280fddaa,439009eb-66b1-5ef9-a4a0-278ba13a4565,hmi_20131012_0000_1867_3.png,sunspot-crops,convnextv2_db1_image/v1/crops/hmi_20131012_0000_1867_3.png,hmi_20131012.png,3,2013-10-12,A,x,x,Axx,H,r,x,Hrx,1867,23.0,7.0,184.0,1.0,10.0,Alpha,1,46,44,224,0.5625361800193787
923d9b7b-e33b-5fb1-9a4c-620bb161dfdf,be7cb32f-b4a5-5a19-b9bc-fc5c280fddaa,439009eb-66b1-5ef9-a4a0-278ba13a4565,hmi_20131012_0000_1864_4.png,sunspot-crops,convnextv2_db1_image/v1/crops/hmi_20131012_0000_1864_4.png,hmi_20131012.png,4,2013-10-12,H,s,x,Hsx,H,x,x,Hxx,1864,-23.0,-21.0,156.0,3.0,60.0,Alpha,3,53,53,224,0.5268164277076721
9b6df8df-bc9e-5701-838c-2feff28b2e29,be7cb32f-b4a5-5a19-b9bc-fc5c280fddaa,e39553ab-9fe3-576b-bcf6-7151994c7b95,hmi_20131013_0000_1861_0.png,sunspot-crops,convnextv2_db1_image/v1/crops/hmi_20131013_0000_1861_0.png,hmi_20131013.png,0,2013-10-13,D,k,c,Dkc,D,x,o,Dxo,1861,-9.0,5.0,169.0,8.0,380.0,Beta-Gamma,14,105,63,224,0.8300463557243347
87ae4510-4e43-5225-87f3-bedeb001e4b8,be7cb32f-b4a5-5a19-b9bc-fc5c280fddaa,e39553ab-9fe3-576b-bcf6-7151994c7b95,hmi_20131013_0000_1867_1.png,sunspot-crops,convnextv2_db1_image/v1/crops/hmi_20131013_0000_1867_1.png,hmi_20131013.png,1,2013-10-13,C,r,o,Cro,H,x,x,Hxx,1867,23.0,20.0,184.0,5.0,30.0,Beta,6,80,52,224,0.8028088808059692
212a5565-53b4-5a8e-a589-a61becc24100,be7cb32f-b4a5-5a19-b9bc-fc5c280fddaa,e39553ab-9fe3-576b-bcf6-7151994c7b95,hmi_20131013_0000_1864_2.png,sunspot-crops,convnextv2_db1_image/v1/crops/hmi_20131013_0000_1864_2.png,hmi_20131013.png,2,2013-10-13,H,s,x,Hsx,A,x,x,Axx,1864,-23.0,-7.0,157.0,2.0,60.0,Alpha,2,51,50,224,0.7980458736419678
adcba400-7efc-5c19-94ed-e181a522af2d,be7cb32f-b4a5-5a19-b9bc-fc5c280fddaa,e39553ab-9fe3-576b-bcf6-7151994c7b95,hmi_20131013_0000_1865_3.png,sunspot-crops,convnextv2_db1_image/v1/crops/hmi_20131013_0000_1865_3.png,hmi_20131013.png,3,2013-10-13,D,a,o,Dao,C,x,c,Cxc,1865,-22.0,-19.0,145.0,9.0,200.0,Beta-Gamma-Delta,20,99,62,224,0.7821354866027832
f9d4db5f-b37e-560e-a183-6fa54b0b7b23,be7cb32f-b4a5-5a19-b9bc-fc5c280fddaa,e39553ab-9fe3-576b-bcf6-7151994c7b95,hmi_20131013_0000_1863_4.png,sunspot-crops,convnextv2_db1_image/v1/crops/hmi_20131013_0000_1863_4.png,hmi_20131013.png,4,2013-10-13,B,x,o,Bxo,H,x,x,Hxx,1863,-18.0,36.0,200.0,4.0,10.0,Beta,3,60,46,224,0.604574978351593
9df7adac-11c3-594e-952b-397baacfccd8,be7cb32f-b4a5-5a19-b9bc-fc5c280fddaa,51ddca3c-f911-58d2-a4c7-4bf8f85c7607,hmi_20131014_0000_1861_0.png,sunspot-crops,convnextv2_db1_image/v1/crops/hmi_20131014_0000_1861_0.png,hmi_20131014.png,0,2013-10-14,D,h,i,Dhi,D,x,o,Dxo,1861,-9.0,19.0,170.0,8.0,400.0,Beta-Gamma,12,101,60,224,0.7978199124336243
1bd07fd0-a3f5-54ed-92ba-16f8fe39aeb8,be7cb32f-b4a5-5a19-b9bc-fc5c280fddaa,51ddca3c-f911-58d2-a4c7-4bf8f85c7607,hmi_20131014_0000_1865_1.png,sunspot-crops,convnextv2_db1_image/v1/crops/hmi_20131014_0000_1865_1.png,hmi_20131014.png,1,2013-10-14,D,k,c,Dkc,H,r,x,Hrx,1865,-22.0,-6.0,145.0,9.0,270.0,Beta-Gamma-Delta,16,103,57,224,0.7473806738853455
cc496b8b-1bb2-50b4-98d1-cc2fe78bec20,be7cb32f-b4a5-5a19-b9bc-fc5c280fddaa,51ddca3c-f911-58d2-a4c7-4bf8f85c7607,hmi_20131014_0000_1869_2.png,sunspot-crops,convnextv2_db1_image/v1/crops/hmi_20131014_0000_1869_2.png,hmi_20131014.png,2,2013-10-14,D,s,o,Dso,H,x,x,Hxx,1869,19.0,-66.0,85.0,9.0,40.0,Beta,3,63,50,224,0.689000129699707
90ac1024-d267-5b74-955f-a24ac64f96db,be7cb32f-b4a5-5a19-b9bc-fc5c280fddaa,51ddca3c-f911-58d2-a4c7-4bf8f85c7607,hmi_20131014_0000_1864_3.png,sunspot-crops,convnextv2_db1_image/v1/crops/hmi_20131014_0000_1864_3.png,hmi_20131014.png,3,2013-10-14,H,s,x,Hsx,A,x,x,Axx,1864,-23.0,7.0,158.0,2.0,60.0,Alpha,1,51,50,224,0.6619677543640137
f9db5fb9-ef61-5b23-8f66-6ad9f80a4ad6,be7cb32f-b4a5-5a19-b9bc-fc5c280fddaa,dff2a3fd-60b0-5fd9-89b9-c884fad6fced,hmi_20131015_0000_1861_0.png,sunspot-crops,convnextv2_db1_image/v1/crops/hmi_20131015_0000_1861_0.png,hmi_20131015.png,0,2013-10-15,D,h,o,Dho,D,r,i,Dri,1861,-8.0,32.0,170.0,8.0,400.0,Beta-Gamma,9,97,78,224,0.8390518426895142
f3b70bca-c088-5cfd-9a81-cacc7537841a,be7cb32f-b4a5-5a19-b9bc-fc5c280fddaa,dff2a3fd-60b0-5fd9-89b9-c884fad6fced,hmi_20131015_0000_1869_1.png,sunspot-crops,convnextv2_db1_image/v1/crops/hmi_20131015_0000_1869_1.png,hmi_20131015.png,1,2013-10-15,D,s,o,Dso,H,x,x,Hxx,1869,18.0,-54.0,82.0,4.0,40.0,Beta,2,78,48,224,0.7610651850700378
3f572f0e-4073-5417-bd89-185ef5c18607,be7cb32f-b4a5-5a19-b9bc-fc5c280fddaa,dff2a3fd-60b0-5fd9-89b9-c884fad6fced,hmi_20131015_0000_1864_2.png,sunspot-crops,convnextv2_db1_image/v1/crops/hmi_20131015_0000_1864_2.png,hmi_20131015.png,2,2013-10-15,H,s,x,Hsx,C,x,c,Cxc,1864,-23.0,20.0,158.0,2.0,70.0,Alpha,1,119,57,224,0.6353629231452942
ecfd7d71-f6f6-5401-a280-fc100a8a7e45,be7cb32f-b4a5-5a19-b9bc-fc5c280fddaa,dff2a3fd-60b0-5fd9-89b9-c884fad6fced,hmi_20131015_0000_1867_3.png,sunspot-crops,convnextv2_db1_image/v1/crops/hmi_20131015_0000_1867_3.png,hmi_20131015.png,3,2013-10-15,D,a,o,Dao,H,r,x,Hrx,1867,24.0,44.0,182.0,8.0,40.0,Beta,5,44,45,224,0.6248029470443726
ecb7f072-9712-553d-82ec-878746e3f5e2,be7cb32f-b4a5-5a19-b9bc-fc5c280fddaa,1c75cc62-754c-5bf5-a373-05979eb27847,hmi_20131016_0000_1872_0.png,sunspot-crops,convnextv2_db1_image/v1/crops/hmi_20131016_0000_1872_0.png,hmi_20131016.png,0,2013-10-16,H,s,x,Hsx,A,x,x,Axx,1872,-15.0,-67.0,55.0,2.0,60.0,Alpha,1,46,51,224,0.8268828392028809
5e21c7bd-cc45-540a-94bd-caad68df64b7,be7cb32f-b4a5-5a19-b9bc-fc5c280fddaa,1c75cc62-754c-5bf5-a373-05979eb27847,hmi_20131016_0000_1864_1.png,sunspot-crops,convnextv2_db1_image/v1/crops/hmi_20131016_0000_1864_1.png,hmi_20131016.png,1,2013-10-16,H,s,x,Hsx,C,x,o,Cxo,1864,-23.0,32.0,156.0,1.0,60.0,Alpha,1,111,54,224,0.7842255234718323
2f19d2c4-b7f9-55ee-8bc6-3e83ffbb1bb6,be7cb32f-b4a5-5a19-b9bc-fc5c280fddaa,1c75cc62-754c-5bf5-a373-05979eb27847,hmi_20131016_0000_1870_2.png,sunspot-crops,convnextv2_db1_image/v1/crops/hmi_20131016_0000_1870_2.png,hmi_20131016.png,2,2013-10-16,C,r,o,Cro,H,x,x,Hxx,1870,-14.0,21.0,144.0,4.0,20.0,Beta,8,44,44,224,0.7280914187431335
